pair,corpus,scene,pair_kind,layout,season,height_m,tilt_deg,yaw_deg,scale_ratio,b_px,area_frac,covis_frac,compensation_src,вердикт,bytes,dup_group,dup_size,dup_kind
base_pair_5f52e87a1e88_00006_inside_ss.npz,base,5f52e87a5c810b0006d4f2f6,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2686864,g0199,1,
base_pair_5f52e87a1e88_00007_inside.npz,base,5f52e87a5c810b0006d4f2f6,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.999,field,разметка подтверждена,2401032,g0199,1,
base_pair_5f52e87a1e88_00008_partial.npz,base,5f52e87a5c810b0006d4f2f6,orto_basemap,partial,,281.4,1.39,164.97,1.077,1194,0.7802,0.7882,field,разметка подтверждена,2068958,g0199,1,
base_pair_5f52e87a1e88_00009_inside.npz,base,5f52e87a5c810b0006d4f2f6,orto_basemap,inside,,247.8,7.42,101.61,0.974,1195,1.0,1.0,field,разметка подтверждена,1835272,g0199,1,
base_pair_5f52e87a1e88_00010_inside.npz,base,5f52e87a5c810b0006d4f2f6,orto_basemap,inside,,196.5,6.85,202.76,1.093,1396,1.0,0.9994,field,разметка подтверждена,2344576,g0199,1,
base_pair_5f52e87a1e88_00011_inside.npz,base,5f52e87a5c810b0006d4f2f6,orto_basemap,inside,,226.7,7.7,212.38,0.966,1860,1.0,0.9998,field,разметка подтверждена,3355302,g0199,1,
base_pair_63a5dbcfbdfe_00000_partial.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6867,field,разметка подтверждена,1771611,g0359,1,
base_pair_63a5dbcfbdfe_00001_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.996,field,разметка подтверждена,2838027,g0359,1,
base_pair_63a5dbcfbdfe_00002_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9952,field,разметка подтверждена,2355778,g0359,1,
base_pair_63a5dbcfbdfe_00003_partial.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7463,field,разметка подтверждена,2231251,g0359,1,
base_pair_63a5dbcfbdfe_00004_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9954,field,разметка подтверждена,2270832,g0359,1,
base_pair_63a5dbcfbdfe_00005_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,179.2,0.97,224.23,1.076,1322,1.0,0.9993,field,разметка подтверждена,2177201,g0359,1,
base_pair_63a5dbcfbdfe_00006_inside_ss.npz,base,63a5dbcfeb16e8000519a1cc,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9922,same_source,разметка подтверждена,2751868,g0359,1,
base_pair_63a5dbcfbdfe_00007_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9996,field,разметка подтверждена,2351565,g0359,1,
base_pair_63a5dbcfbdfe_00008_partial.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,partial,,281.4,1.39,164.97,1.077,1194,0.7802,0.786,field,разметка подтверждена,2100641,g0359,1,
base_pair_63a5dbcfbdfe_00009_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,247.8,7.42,101.61,0.974,1195,1.0,0.9979,field,разметка подтверждена,1871590,g0359,1,
base_pair_63a5dbcfbdfe_00010_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,196.5,6.85,202.76,1.105,1411,1.0,1.0,field,разметка подтверждена,2292050,g0359,1,
base_pair_63a5dbcfbdfe_00011_inside.npz,base,63a5dbcfeb16e8000519a1cc,orto_basemap,inside,,226.7,7.7,212.38,0.966,1860,1.0,0.9997,field,разметка подтверждена,2639560,g0359,1,
base_pair_65734bb19c92_00000_partial.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,partial,,190.7,3.5,297.72,0.486,768,0.826,0.8383,field,разметка подтверждена,1611397,g0404,1,
base_pair_65734bb19c92_00001_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,249.3,0.58,351.24,0.635,1089,1.0,0.999,field,разметка подтверждена,2388385,g0404,1,
base_pair_65734bb19c92_00002_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,287.1,8.78,82.05,0.732,884,1.0,0.9981,field,разметка подтверждена,2005672,g0404,1,
base_pair_65734bb19c92_00003_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,279.0,2.53,261.79,0.711,967,1.0,0.9984,field,разметка подтверждена,2063266,g0404,1,
base_pair_65734bb19c92_00004_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,179.2,0.97,224.23,0.457,768,1.0,1.0,field,разметка подтверждена,1780165,g0404,1,
base_pair_65734bb19c92_00005_inside_ss.npz,base,65734bb1694a1c0001aa44e1,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2473254,g0404,1,
base_pair_65734bb19c92_00006_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,183.6,3.62,297.53,0.468,825,1.0,1.0,field,разметка подтверждена,1459179,g0404,1,
base_pair_65734bb19c92_00007_partial.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,partial,,281.4,1.39,164.97,0.717,795,0.78,0.7879,field,разметка подтверждена,1879536,g0404,1,
base_pair_65734bb19c92_00008_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,247.8,7.42,101.61,0.632,775,1.0,0.9999,field,разметка подтверждена,1613163,g0404,1,
base_pair_65734bb19c92_00009_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,196.5,6.85,202.76,0.501,768,1.0,0.9959,field,разметка подтверждена,1582212,g0404,1,
base_pair_65734bb19c92_00010_inside.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,inside,,226.7,7.7,212.38,0.578,1112,1.0,0.9998,field,разметка подтверждена,2217168,g0404,1,
base_pair_65734bb19c92_00011_partial.npz,base,65734bb1694a1c0001aa44e1,orto_basemap,partial,,211.8,0.37,51.99,0.54,895,0.7081,0.7099,field,разметка подтверждена,1667099,g0404,1,
base_pair_63a5a79a9384_00000_partial.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,partial,,190.7,3.5,297.72,0.64,768,0.7509,0.7657,field,разметка подтверждена,1555308,g0356,1,
base_pair_63a5a79a9384_00001_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,249.3,0.58,351.24,0.836,1434,1.0,0.9968,field,разметка подтверждена,2654551,g0356,1,
base_pair_63a5a79a9384_00002_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,287.1,8.78,82.05,0.963,1163,1.0,0.9988,field,разметка подтверждена,2225484,g0356,1,
base_pair_63a5a79a9384_00003_partial.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,partial,,216.0,7.65,90.1,0.725,833,0.7873,0.7513,field,разметка подтверждена,1970542,g0356,1,
base_pair_63a5a79a9384_00004_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9975,field,разметка подтверждена,2241827,g0356,1,
base_pair_63a5a79a9384_00005_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,179.2,0.97,224.23,0.601,768,1.0,0.9965,field,разметка подтверждена,1803137,g0356,1,
base_pair_63a5a79a9384_00006_inside_ss.npz,base,63a5a79aeb16e8000519a1bc,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9964,same_source,разметка подтверждена,2787424,g0356,1,
base_pair_63a5a79a9384_00007_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,183.6,3.62,297.53,0.616,1086,1.0,0.9986,field,разметка подтверждена,1844288,g0356,1,
base_pair_63a5a79a9384_00008_partial.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,partial,,281.4,1.39,164.97,0.944,1046,0.7801,0.7874,field,разметка подтверждена,2043622,g0356,1,
base_pair_63a5a79a9384_00009_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,247.8,7.42,101.61,0.831,1020,1.0,0.9965,field,разметка подтверждена,1773396,g0356,1,
base_pair_63a5a79a9384_00010_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,196.5,6.85,202.76,0.659,842,1.0,0.9956,field,разметка подтверждена,1737743,g0356,1,
base_pair_63a5a79a9384_00011_inside.npz,base,63a5a79aeb16e8000519a1bc,orto_basemap,inside,,226.7,7.7,212.38,0.761,1464,1.0,0.995,field,разметка подтверждена,2425411,g0356,1,
base_pair_5ece627e02fb_00000_partial.npz,base,5ece627e57676e00057f5808,orto_basemap,partial,,190.7,3.5,297.72,0.533,768,0.8013,0.8026,field,разметка подтверждена,1561427,g0174,1,
base_pair_5ece627e02fb_00001_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,249.3,0.58,351.24,0.696,1193,1.0,0.9991,field,разметка подтверждена,2334342,g0174,1,
base_pair_5ece627e02fb_00002_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,287.1,8.78,82.05,0.802,968,1.0,0.9999,field,разметка подтверждена,1951353,g0174,1,
base_pair_5ece627e02fb_00003_partial.npz,base,5ece627e57676e00057f5808,orto_basemap,partial,,216.0,7.65,90.1,0.603,768,0.8371,0.802,field,разметка подтверждена,1873796,g0174,1,
base_pair_5ece627e02fb_00004_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,279.0,2.53,261.79,0.779,1059,1.0,0.9987,field,разметка подтверждена,2004671,g0174,1,
base_pair_5ece627e02fb_00005_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,179.2,0.97,224.23,0.5,768,1.0,0.9943,field,разметка подтверждена,1780990,g0174,1,
base_pair_5ece627e02fb_00006_inside_ss.npz,base,5ece627e57676e00057f5808,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9985,same_source,разметка подтверждена,2340436,g0174,1,
base_pair_5ece627e02fb_00007_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,183.6,3.62,297.53,0.513,904,1.0,0.996,field,разметка подтверждена,1573854,g0174,1,
base_pair_5ece627e02fb_00008_partial.npz,base,5ece627e57676e00057f5808,orto_basemap,partial,,281.4,1.39,164.97,0.786,871,0.7801,0.7881,field,разметка подтверждена,1833559,g0174,1,
base_pair_5ece627e02fb_00009_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,247.8,7.42,101.61,0.692,849,1.0,1.0,field,разметка подтверждена,1557988,g0174,1,
base_pair_5ece627e02fb_00010_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,196.5,6.85,202.76,0.549,768,1.0,0.9981,field,разметка подтверждена,1633979,g0174,1,
base_pair_5ece627e02fb_00011_inside.npz,base,5ece627e57676e00057f5808,orto_basemap,inside,,226.7,7.7,212.38,0.633,1219,1.0,0.999,field,разметка подтверждена,2247473,g0174,1,
base_pair_66deb0c22aec_00000_partial.npz,base,66deb0c2cd0baa0001b61ff1,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6874,field,разметка подтверждена,1849362,g0451,1,
base_pair_66deb0c22aec_00001_inside.npz,base,66deb0c2cd0baa0001b61ff1,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,1.0,field,разметка подтверждена,2743636,g0451,1,
base_pair_66deb0c22aec_00002_inside.npz,base,66deb0c2cd0baa0001b61ff1,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.99,field,разметка подтверждена,2254749,g0451,1,
base_pair_66deb0c22aec_00003_partial.npz,base,66deb0c2cd0baa0001b61ff1,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7524,field,разметка подтверждена,2262662,g0451,1,
base_pair_65424d517cce_00000_partial.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,partial,,190.7,3.5,297.72,0.475,768,0.8324,0.8231,field,разметка подтверждена,1619477,g0397,1,
base_pair_65424d517cce_00001_inside.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,inside,,249.3,0.58,351.24,0.621,1064,1.0,0.9953,field,разметка подтверждена,2447207,g0397,1,
base_pair_65424d517cce_00002_inside.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,inside,,287.1,8.78,82.05,0.715,863,1.0,0.9988,field,разметка подтверждена,2055918,g0397,1,
base_pair_65424d517cce_00003_partial.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,partial,,216.0,7.65,90.1,0.538,768,0.6158,0.5702,field,разметка подтверждена,1588544,g0397,1,
base_pair_65424d517cce_00004_inside.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,inside,,279.0,2.53,261.79,0.695,945,1.0,0.9876,field,разметка подтверждена,2164305,g0397,1,
base_pair_65424d517cce_00005_inside.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,inside,,179.2,0.97,224.23,0.446,768,1.0,0.977,field,разметка подтверждена,1843907,g0397,1,
base_pair_65424d517cce_00006_inside_ss.npz,base,65424d51f0cdb700011d7a5a,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9989,same_source,разметка подтверждена,2701846,g0397,1,
base_pair_65424d517cce_00007_inside.npz,base,65424d51f0cdb700011d7a5a,orto_basemap,inside,,183.6,3.62,297.53,0.457,806,1.0,0.998,field,разметка подтверждена,1522776,g0397,1,
base_pair_617e9bb87242_00000_partial.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.687,field,разметка подтверждена,1889856,g0315,1,
base_pair_617e9bb87242_00001_inside.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9993,field,разметка подтверждена,3156063,g0315,1,
base_pair_617e9bb87242_00002_inside.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9811,field,разметка подтверждена,2528567,g0315,1,
base_pair_617e9bb87242_00003_partial.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7521,field,разметка подтверждена,2467860,g0315,1,
base_pair_617e9bb87242_00004_inside.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9967,field,разметка подтверждена,2511547,g0315,1,
base_pair_617e9bb87242_00005_inside.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,inside,,179.2,0.97,224.23,1.005,1234,1.0,0.9995,field,разметка подтверждена,2490312,g0315,1,
base_pair_617e9bb87242_00006_inside_ss.npz,base,617e9bb88ebcb9000515c50d,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2580200,g0315,1,
base_pair_617e9bb87242_00007_inside.npz,base,617e9bb88ebcb9000515c50d,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9997,field,разметка подтверждена,2533219,g0315,1,
base_pair_6190d1f3e2b3_00000_partial.npz,base,6190d1f3502455000734583f,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.687,field,разметка подтверждена,1862106,g0322,1,
base_pair_6190d1f3e2b3_00001_inside.npz,base,6190d1f3502455000734583f,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9992,field,разметка подтверждена,3170514,g0322,1,
base_pair_6190d1f3e2b3_00002_inside.npz,base,6190d1f3502455000734583f,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9997,field,разметка подтверждена,2636800,g0322,1,
base_pair_6190d1f3e2b3_00003_partial.npz,base,6190d1f3502455000734583f,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7515,field,разметка подтверждена,2480220,g0322,1,
base_pair_6190d1f3e2b3_00004_inside.npz,base,6190d1f3502455000734583f,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9965,field,разметка подтверждена,2521352,g0322,1,
base_pair_6190d1f3e2b3_00005_inside.npz,base,6190d1f3502455000734583f,orto_basemap,inside,,179.2,0.97,224.23,1.005,1235,1.0,0.9926,field,разметка подтверждена,2414164,g0322,1,
base_pair_6190d1f3e2b3_00006_inside_ss.npz,base,6190d1f3502455000734583f,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9997,same_source,разметка подтверждена,2374439,g0322,1,
base_pair_6190d1f3e2b3_00007_inside.npz,base,6190d1f3502455000734583f,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.999,field,разметка подтверждена,2474094,g0322,1,
base_pair_63a9570da46f_00000_partial.npz,base,63a9570deb16e8000519a1e9,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6879,field,разметка подтверждена,1786512,g0362,1,
base_pair_63a9570da46f_00001_inside.npz,base,63a9570deb16e8000519a1e9,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9974,field,разметка подтверждена,2875196,g0362,1,
base_pair_63a9570da46f_00002_inside.npz,base,63a9570deb16e8000519a1e9,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9983,field,разметка подтверждена,2417980,g0362,1,
base_pair_63a9570da46f_00003_partial.npz,base,63a9570deb16e8000519a1e9,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7506,field,разметка подтверждена,2355942,g0362,1,
base_pair_63a9570da46f_00004_inside.npz,base,63a9570deb16e8000519a1e9,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9988,field,разметка подтверждена,2363185,g0362,1,
base_pair_63a9570da46f_00005_inside.npz,base,63a9570deb16e8000519a1e9,orto_basemap,inside,,179.2,0.97,224.23,1.076,1322,1.0,0.9956,field,разметка подтверждена,2299387,g0362,1,
base_pair_63a9570da46f_00006_inside_ss.npz,base,63a9570deb16e8000519a1e9,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9989,same_source,разметка подтверждена,2600806,g0362,1,
base_pair_63a9570da46f_00007_inside.npz,base,63a9570deb16e8000519a1e9,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9987,field,разметка подтверждена,2419108,g0362,1,
base_pair_63a9ab35c392_00000_partial.npz,base,63a9ab353fb8c100063c5526,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.688,field,разметка подтверждена,1785012,g0367,1,
base_pair_63a9ab35c392_00001_inside.npz,base,63a9ab353fb8c100063c5526,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9995,field,разметка подтверждена,2902190,g0367,1,
base_pair_63a9ab35c392_00002_inside.npz,base,63a9ab353fb8c100063c5526,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9998,field,разметка подтверждена,2400019,g0367,1,
base_pair_63a9ab35c392_00003_partial.npz,base,63a9ab353fb8c100063c5526,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7518,field,разметка подтверждена,2349353,g0367,1,
base_pair_6317b7e69a64_00000_partial.npz,base,6317b7e614f1ff00081de82d,orto_basemap,partial,,190.7,3.5,297.72,0.907,768,0.717,0.7282,field,разметка подтверждена,1953419,g0348,1,
base_pair_6317b7e69a64_00001_inside.npz,base,6317b7e614f1ff00081de82d,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9962,field,разметка подтверждена,3449710,g0348,1,
base_pair_6317b7e69a64_00002_inside.npz,base,6317b7e614f1ff00081de82d,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.999,field,разметка подтверждена,2826865,g0348,1,
base_pair_6317b7e69a64_00003_partial.npz,base,6317b7e614f1ff00081de82d,orto_basemap,partial,,216.0,7.65,90.1,1.027,1181,0.7879,0.7504,field,разметка подтверждена,2514559,g0348,1,
base_pair_6317b7e69a64_00004_inside.npz,base,6317b7e614f1ff00081de82d,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9976,field,разметка подтверждена,2582615,g0348,1,
base_pair_6317b7e69a64_00005_inside.npz,base,6317b7e614f1ff00081de82d,orto_basemap,inside,,179.2,0.97,224.23,0.852,1047,1.0,0.9949,field,разметка подтверждена,2154130,g0348,1,
base_pair_61b9e5f2b6a4_00000_partial.npz,base,61b9e5f2b26de1000596d62b,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6638,field,разметка подтверждена,1547346,g0005,2,revisit
base_pair_61b9e5f2b6a4_00001_inside.npz,base,61b9e5f2b26de1000596d62b,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9841,field,разметка подтверждена,2876352,g0005,2,revisit
base_pair_61b9e5f2b6a4_00002_inside.npz,base,61b9e5f2b26de1000596d62b,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9819,field,разметка подтверждена,2326386,g0005,2,revisit
base_pair_61b9e5f2b6a4_00003_partial.npz,base,61b9e5f2b26de1000596d62b,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7081,field,разметка подтверждена,2094440,g0005,2,revisit
base_pair_62272fdd19f5_00000_partial.npz,base,62272fdd1ea0da00077c0c7d,orto_basemap,partial,,190.7,3.5,297.72,0.537,768,0.799,0.8126,field,разметка подтверждена,1635833,g0330,1,
base_pair_62272fdd19f5_00001_inside.npz,base,62272fdd1ea0da00077c0c7d,orto_basemap,inside,,249.3,0.58,351.24,0.702,1204,1.0,0.9997,field,разметка подтверждена,2426324,g0330,1,
base_pair_62272fdd19f5_00002_inside.npz,base,62272fdd1ea0da00077c0c7d,orto_basemap,inside,,287.1,8.78,82.05,0.809,976,1.0,0.9992,field,разметка подтверждена,2043124,g0330,1,
base_pair_62272fdd19f5_00003_partial.npz,base,62272fdd1ea0da00077c0c7d,orto_basemap,partial,,216.0,7.65,90.1,0.608,768,0.8327,0.8023,field,разметка подтверждена,1917133,g0330,1,
base_pair_67d58e6dddbb_00000_partial.npz,base,67d58e6dc8ccd45a00aa3d39,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6806,field,разметка подтверждена,1854930,g0480,1,
base_pair_67d58e6dddbb_00001_inside.npz,base,67d58e6dc8ccd45a00aa3d39,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9906,field,разметка подтверждена,3089543,g0480,1,
base_pair_67d58e6dddbb_00002_inside.npz,base,67d58e6dc8ccd45a00aa3d39,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9952,field,разметка подтверждена,2589429,g0480,1,
base_pair_67d58e6dddbb_00003_partial.npz,base,67d58e6dc8ccd45a00aa3d39,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7283,field,разметка подтверждена,2337935,g0480,1,
base_pair_69a599f19572_00000_partial.npz,base,69a599f10b6e2755bd7ea22b,orto_basemap,partial,,190.7,3.5,297.72,0.907,768,0.7172,0.7318,field,разметка подтверждена,1850703,g0016,2,revisit
base_pair_69a599f19572_00001_inside.npz,base,69a599f10b6e2755bd7ea22b,orto_basemap,inside,,219.0,3.22,255.3,0.938,1203,1.0,0.9997,field,разметка подтверждена,2687487,g0016,2,revisit
base_pair_5ec8b033f703_00000_partial.npz,base,5ec8b033f62f370006df341f,orto_basemap,partial,,190.7,3.5,297.72,0.618,768,0.7621,0.7755,field,разметка подтверждена,1647897,g0172,1,
base_pair_5ec8b033f703_00001_inside.npz,base,5ec8b033f62f370006df341f,orto_basemap,inside,,249.3,0.58,351.24,0.808,1385,1.0,0.9921,field,разметка подтверждена,2698497,g0172,1,
base_pair_640e727f3bbe_00000_partial.npz,base,640e727fc2655600066c2a5d,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6443,cell_refine,разметка подтверждена,1842043,g0374,1,
base_pair_640e727f3bbe_00001_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9737,cell_refine,разметка подтверждена,3245276,g0374,1,
base_pair_640e727f3bbe_00002_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9816,field,разметка подтверждена,2762414,g0374,1,
base_pair_640e727f3bbe_00003_partial.npz,base,640e727fc2655600066c2a5d,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7268,field,разметка подтверждена,2560627,g0374,1,
base_pair_640e727f3bbe_00004_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9944,cell_refine,разметка подтверждена,2592803,g0374,1,
base_pair_640e727f3bbe_00005_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,179.2,0.97,224.23,1.076,1322,1.0,0.9953,cell_refine,разметка подтверждена,2413261,g0374,1,
base_pair_640e727f3bbe_00006_inside_ss.npz,base,640e727fc2655600066c2a5d,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2544841,g0374,1,
base_pair_640e727f3bbe_00007_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9999,field,разметка подтверждена,2372463,g0374,1,
base_pair_640e727f3bbe_00008_partial.npz,base,640e727fc2655600066c2a5d,orto_basemap,partial,,281.4,1.39,164.97,1.077,1194,0.7802,0.7882,field,разметка подтверждена,2228704,g0374,1,
base_pair_640e727f3bbe_00009_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,247.8,7.42,101.61,0.974,1195,1.0,1.0,field,разметка подтверждена,2023118,g0374,1,
base_pair_640e727f3bbe_00010_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,196.5,6.85,202.76,1.105,1411,1.0,0.9999,field,разметка подтверждена,2405158,g0374,1,
base_pair_640e727f3bbe_00011_inside.npz,base,640e727fc2655600066c2a5d,orto_basemap,inside,,226.7,7.7,212.38,0.966,1860,1.0,0.9998,field,разметка подтверждена,3217633,g0374,1,
base_pair_66f7320ab4dd_00000_partial.npz,base,66f7320a5b27b10001e4b796,orto_basemap,partial,,190.7,3.5,297.72,0.437,768,0.8551,0.8664,field,разметка подтверждена,1387729,g0453,1,
base_pair_66f7320ab4dd_00001_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,249.3,0.58,351.24,0.572,980,1.0,1.0,field,разметка подтверждена,2151986,g0453,1,
base_pair_66f7320ab4dd_00002_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,287.1,8.78,82.05,0.659,795,1.0,1.0,field,разметка подтверждена,1886721,g0453,1,
base_pair_66f7320ab4dd_00003_partial.npz,base,66f7320a5b27b10001e4b796,orto_basemap,partial,,216.0,7.65,90.1,0.495,768,0.6385,0.5942,field,разметка подтверждена,1510475,g0453,1,
base_pair_66f7320ab4dd_00004_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,279.0,2.53,261.79,0.64,870,1.0,1.0,field,разметка подтверждена,1866950,g0453,1,
base_pair_66f7320ab4dd_00005_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,179.2,0.97,224.23,0.411,768,1.0,1.0,field,разметка подтверждена,1583216,g0453,1,
base_pair_66f7320ab4dd_00006_inside_ss.npz,base,66f7320a5b27b10001e4b796,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2483700,g0453,1,
