pair,corpus,scene,pair_kind,mode,layout,season,height_m,tilt_deg,scale_ratio,covis_frac,b_px,src_split,geo_cluster,split,gt_class,gt_sigma_px,gt_sigma_src,weight,slice,modality,bytes
pair_L31_R0110_asis.npz,ortholoc,L31,frame_dop,asis,partial,,87.5,21.73,0.782,0.7669,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2129533
pair_L31_R0112_asis.npz,ortholoc,L31,frame_dop,asis,partial,,87.9,18.18,0.78,0.6427,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1965194
pair_L31_R0113_asis.npz,ortholoc,L31,frame_dop,asis,partial,,87.5,21.72,0.693,0.9419,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2444019
pair_L31_R0113_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,87.5,21.72,1.0,0.332,640,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,698663
pair_L31_R0114_asis.npz,ortholoc,L31,frame_dop,asis,partial,,92.8,18.1,0.714,0.8432,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2228692
pair_L31_R0115_asis.npz,ortholoc,L31,frame_dop,asis,partial,,91.8,17.45,0.793,0.8353,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2240863
pair_L31_R0116_asis.npz,ortholoc,L31,frame_dop,asis,partial,,92.1,17.31,0.777,0.9545,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2497073
pair_L31_R0117_asis.npz,ortholoc,L31,frame_dop,asis,partial,,95.7,21.9,0.829,0.8006,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2158598
pair_L31_R0118_asis.npz,ortholoc,L31,frame_dop,asis,partial,,93.1,17.75,0.742,0.9536,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2282887
pair_L31_R0119_asis.npz,ortholoc,L31,frame_dop,asis,partial,,90.7,21.92,0.75,0.5326,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1617950
pair_L31_R0119_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,90.7,21.92,1.0,0.4343,768,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,912857
pair_L31_R0120_asis.npz,ortholoc,L31,frame_dop,asis,partial,,89.6,21.79,0.752,0.8837,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2540246
pair_L31_R0121_asis.npz,ortholoc,L31,frame_dop,asis,partial,,84.6,21.3,0.781,0.9885,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2691979
pair_L31_R0121_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,84.6,21.3,1.0,0.5826,896,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,1213571
pair_L31_R0122_asis.npz,ortholoc,L31,frame_dop,asis,partial,,89.3,20.93,0.732,0.9436,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2452366
pair_L31_R0123_asis.npz,ortholoc,L31,frame_dop,asis,partial,,85.2,21.45,0.84,0.991,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2697730
pair_L31_R0124_asis.npz,ortholoc,L31,frame_dop,asis,partial,,92.5,17.3,0.686,0.9773,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2493505
pair_L31_R0125_asis.npz,ortholoc,L31,frame_dop,asis,partial,,90.5,18.24,0.762,0.912,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2376863
pair_L31_R0126_asis.npz,ortholoc,L31,frame_dop,asis,partial,,89.8,21.89,0.732,0.9542,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2357905
pair_L31_R0127_asis.npz,ortholoc,L31,frame_dop,asis,partial,,90.4,17.64,0.703,0.65,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1707939
pair_L31_R0127_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,90.4,17.64,1.0,0.6118,896,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,1087715
pair_L31_R0128_asis.npz,ortholoc,L31,frame_dop,asis,partial,,92.0,17.48,0.799,0.6734,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1886122
pair_L31_R0130_asis.npz,ortholoc,L31,frame_dop,asis,partial,,91.7,17.47,0.703,0.9476,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2369020
pair_L31_R0132_asis.npz,ortholoc,L31,frame_dop,asis,partial,,90.9,21.95,0.767,0.7272,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2044773
pair_L31_R0134_asis.npz,ortholoc,L31,frame_dop,asis,partial,,94.5,17.13,0.743,0.7616,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2093616
pair_L31_R0135_asis.npz,ortholoc,L31,frame_dop,asis,partial,,88.1,21.59,0.741,0.8847,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2480262
pair_L31_R0135_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,88.1,21.59,1.0,0.3903,640,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,799751
pair_L31_R0136_asis.npz,ortholoc,L31,frame_dop,asis,partial,,93.2,16.95,0.748,0.962,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2361432
pair_L31_R0136_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,93.2,16.95,1.0,0.6065,896,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,1230584
pair_L31_R0137_asis.npz,ortholoc,L31,frame_dop,asis,partial,,89.2,21.09,0.745,0.9639,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2520434
pair_L31_R0138_asis.npz,ortholoc,L31,frame_dop,asis,partial,,93.3,16.94,0.752,0.7359,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1940555
pair_L31_R0138_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,93.3,16.94,1.0,0.5798,896,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,1218966
pair_L31_R0139_asis.npz,ortholoc,L31,frame_dop,asis,partial,,85.6,21.5,0.779,0.988,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2687291
pair_L31_R0140_asis.npz,ortholoc,L31,frame_dop,asis,partial,,91.6,21.76,0.735,0.8704,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2204406
pair_L31_R0141_asis.npz,ortholoc,L31,frame_dop,asis,inside,,88.7,21.62,0.715,0.9997,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2785499
pair_L31_R0141_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,88.7,21.62,1.0,0.5804,896,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,1160047
pair_L31_R0142_asis.npz,ortholoc,L31,frame_dop,asis,partial,,86.6,17.63,0.787,0.6919,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1919750
pair_L31_R0143_asis.npz,ortholoc,L31,frame_dop,asis,partial,,88.8,18.09,0.688,0.998,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2503789
pair_L31_R0144_asis.npz,ortholoc,L31,frame_dop,asis,partial,,89.3,17.73,0.707,0.6246,640,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1756294
pair_L31_R0145_asis.npz,ortholoc,L31,frame_dop,asis,partial,,90.3,18.17,0.745,0.8441,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2157343
pair_L31_R0146_asis.npz,ortholoc,L31,frame_dop,asis,partial,,93.1,21.98,0.704,0.9951,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2605020
pair_L31_R0147_asis.npz,ortholoc,L31,frame_dop,asis,partial,,95.0,17.47,0.757,0.7044,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,1800592
pair_L31_R0148_asis.npz,ortholoc,L31,frame_dop,asis,partial,,87.6,17.63,0.74,0.8681,1024,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2199468
pair_L31_R0151_asis.npz,ortholoc,L31,frame_dop,asis,partial,,92.1,21.79,0.728,0.8883,896,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2268785
pair_L31_R0152_asis.npz,ortholoc,L31,frame_dop,asis,partial,,90.7,21.78,0.804,0.8142,768,train,c_L31,train,registered,0.97,оценка,1.00,,photo,2434679
pair_L31_R0152_rect.npz,ortholoc,L31,rect_ortho,rect,partial,,90.7,21.78,1.0,0.3936,640,train,c_L31,train,exact,0.1,аналитическая,0.50,,photo,916266
pair_L32_R0000_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.7,24.73,0.655,0.7019,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2133103
pair_L32_R0001_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.6,24.95,0.726,0.6911,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2116377
pair_L32_R0001_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.6,24.95,1.0,0.4769,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1336159
pair_L32_R0002_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.8,24.67,0.662,0.8856,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2654056
pair_L32_R0002_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,89.8,24.67,1.0,0.395,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1035653
pair_L32_R0003_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.3,25.02,0.704,0.9682,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2920645
pair_L32_R0004_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.6,24.97,0.662,0.9464,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2732473
pair_L32_R0005_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.2,24.9,0.629,0.9984,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2905131
pair_L32_R0006_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.3,24.88,0.632,0.9666,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2699065
pair_L32_R0007_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.9,23.96,0.684,0.5912,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2029234
pair_L32_R0008_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.4,24.97,0.675,0.9979,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2837311
pair_L32_R0010_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.9,24.57,0.758,0.5318,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1816876
pair_L32_R0010_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.9,24.57,1.0,0.4499,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1368884
pair_L32_R0011_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.6,25.13,0.639,0.6087,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1931916
pair_L32_R0012_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.8,24.64,0.698,0.8141,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2511052
pair_L32_R0013_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,24.68,0.703,0.991,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2865470
pair_L32_R0014_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.9,24.65,0.694,0.9316,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2726534
pair_L32_R0015_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.7,25.28,0.666,0.8386,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2525697
pair_L32_R0015_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.7,25.28,1.0,0.3905,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,989603
pair_L32_R0016_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.6,24.88,0.622,0.9975,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2848262
pair_L32_R0018_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.7,24.5,0.65,0.9856,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2829998
pair_L32_R0018_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.7,24.5,1.0,0.3473,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,862060
pair_L32_R0019_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.5,24.99,0.718,0.6262,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2103010
pair_L32_R0020_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.6,24.87,0.669,0.9947,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2805706
pair_L32_R0021_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.1,25.15,0.627,0.9765,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2838338
pair_L32_R0022_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.4,25.27,0.631,0.9632,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2742535
pair_L32_R0022_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.4,25.27,1.0,0.4552,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1013646
pair_L32_R0023_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.9,24.19,0.683,0.9841,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2809525
pair_L32_R0024_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,24.9,0.641,0.6226,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1861072
pair_L32_R0025_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.3,24.24,0.647,0.9943,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2873812
pair_L32_R0026_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.0,25.0,0.743,0.9976,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2962986
pair_L32_R0027_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.2,24.9,0.678,0.7265,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2254384
pair_L32_R0028_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.3,25.18,0.668,0.8235,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2575527
pair_L32_R0029_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.3,25.28,0.7,0.7656,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2334000
pair_L32_R0029_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.3,25.28,1.0,0.4467,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,962976
pair_L32_R0031_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.7,25.13,0.619,0.9979,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2927765
pair_L32_R0032_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,25.45,0.697,0.6203,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2013550
pair_L32_R0034_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.7,25.15,0.702,0.9797,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2792225
pair_L32_R0034_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,87.7,25.15,1.0,0.4045,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1097320
pair_L32_R0035_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,25.14,0.67,0.997,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3097960
pair_L32_R0036_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.8,24.82,0.688,0.9319,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2612794
pair_L32_R0037_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,24.77,0.677,0.8865,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2508734
pair_L32_R0038_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.2,24.38,0.637,0.9938,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3018237
pair_L32_R0041_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.8,24.94,0.66,0.9971,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3049385
pair_L32_R0041_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.8,24.94,1.0,0.4555,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1099927
pair_L32_R0042_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.8,24.52,0.711,0.7665,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2262319
pair_L32_R0044_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.4,25.2,0.683,0.9874,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2756739
pair_L32_R0044_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,87.4,25.2,1.0,0.4233,1024,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1328539
pair_L32_R0045_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.9,25.2,0.653,0.8272,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2436012
pair_L32_R0047_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.9,24.88,0.674,0.8262,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2482514
pair_L32_R0047_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.9,24.88,1.0,0.4887,1024,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1452304
pair_L32_R0048_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.2,24.34,0.662,0.9167,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2794688
pair_L32_R0049_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.0,24.53,0.689,0.9959,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2870420
pair_L32_R0050_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.3,24.7,0.702,0.9892,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2898787
pair_L32_R0051_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.6,25.17,0.724,0.5661,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1967702
pair_L32_R0052_asis.npz,ortholoc,L32,frame_dop,asis,partial,,94.7,24.7,0.703,0.985,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2845897
pair_L32_R0053_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.0,24.8,0.611,0.7345,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2270595
pair_L32_R0054_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.4,24.74,0.748,0.4813,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1729261
pair_L32_R0054_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,88.4,24.74,1.0,0.355,640,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,878857
pair_L32_R0055_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.7,24.81,0.734,0.9978,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3023608
pair_L32_R0055_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.7,24.81,1.0,0.5087,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1347036
pair_L32_R0056_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.3,25.3,0.67,0.9757,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2730422
pair_L32_R0057_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.1,25.15,0.622,0.8223,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2549764
pair_L32_R0059_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.6,24.75,0.677,0.7203,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2210336
pair_L32_R0060_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.6,24.75,0.641,0.9781,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2700104
pair_L32_R0061_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.1,25.29,0.674,0.9937,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2884060
pair_L32_R0061_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.1,25.29,1.0,0.4579,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1197297
pair_L32_R0063_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.8,24.9,0.685,0.8377,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2432175
pair_L32_R0064_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.4,24.7,0.643,0.9944,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2972834
pair_L32_R0064_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,91.4,24.7,1.0,0.4548,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1052939
pair_L32_R0066_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.8,24.97,0.604,0.997,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2794522
pair_L32_R0067_asis.npz,ortholoc,L32,frame_dop,asis,inside,,92.8,24.82,0.634,0.9991,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2876445
pair_L32_R0068_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.1,24.19,0.573,0.8697,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2563761
pair_L32_R0068_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.1,24.19,1.0,0.3425,640,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,801779
pair_L32_R0069_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.1,25.16,0.697,0.9695,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2748163
pair_L32_R0069_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,88.1,25.16,1.0,0.4369,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1144319
pair_L32_R0070_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.2,24.89,0.734,0.9952,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3064619
pair_L32_R0071_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.3,24.97,0.763,0.6722,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2085472
pair_L32_R0072_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,25.23,0.624,0.9012,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2614889
pair_L32_R0073_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.1,24.85,0.652,0.9659,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2730029
pair_L32_R0074_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.1,25.3,0.695,0.8963,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2582944
pair_L32_R0075_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.2,25.13,0.596,0.3785,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1382166
pair_L32_R0076_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.1,24.71,0.633,0.9377,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2617151
pair_L32_R0077_asis.npz,ortholoc,L32,frame_dop,asis,partial,,94.2,25.01,0.675,0.9922,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2905044
pair_L32_R0078_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.7,24.68,0.664,0.9931,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2830921
pair_L32_R0079_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.5,24.53,0.728,0.7822,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2366262
pair_L32_R0080_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.5,25.1,0.64,0.9936,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2863652
pair_L32_R0081_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.5,24.93,0.68,0.8741,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2576761
pair_L32_R0082_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.8,24.65,0.654,0.9915,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2719860
pair_L32_R0084_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.3,25.11,0.692,0.9368,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2643634
pair_L32_R0085_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.8,24.9,0.652,0.5689,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1979842
pair_L32_R0086_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.5,24.62,0.667,0.9517,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2758991
pair_L32_R0087_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.6,24.9,0.762,0.8687,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2559653
pair_L32_R0087_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,88.6,24.9,1.0,0.4487,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1155846
pair_L32_R0088_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.9,25.25,0.651,0.5664,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1919597
pair_L32_R0089_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.1,25.38,0.653,0.8824,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2609117
pair_L32_R0090_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.9,24.55,0.744,0.6486,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2128379
pair_L32_R0091_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.3,25.19,0.692,0.9698,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2765920
pair_L32_R0092_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.0,24.6,0.733,0.9985,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3018401
pair_L32_R0093_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.2,25.0,0.688,0.9042,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2734610
pair_L32_R0094_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.5,25.12,0.678,0.8309,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2618339
pair_L32_R0096_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.7,24.97,0.691,0.9973,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2850936
pair_L32_R0097_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.1,24.84,0.699,0.5469,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1799555
pair_L32_R0098_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.6,24.68,0.707,0.7449,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2281531
pair_L32_R0099_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.0,24.97,0.741,0.7255,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2251162
pair_L32_R0100_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.2,25.28,0.682,0.9796,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2845044
pair_L32_R0100_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,87.2,25.28,1.0,0.4108,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1257452
pair_L32_R0101_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.3,24.74,0.688,0.995,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2951724
pair_L32_R0101_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,89.3,24.74,1.0,0.4393,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1037545
